server is started on 0.0.0.0/0.0.0.0:8090
Server opens a stream
Msg 360 --> 396871
Msg 361 --> 341160
Msg 362 --> 345294
Msg 363 --> 498643
Msg 364 --> 358867
Msg 365 --> 499295
Msg 366 --> 484964
Msg 367 --> 491479
Msg 368 --> 380373
Msg 369 --> 376591
Msg 370 --> 346255
Msg 371 --> 384526
Msg 372 --> 457307
Msg 373 --> 432608
Msg 374 --> 379741
Msg 375 --> 298702
Msg 376 --> 216693
Msg 377 --> 200050
Msg 378 --> 297705
Msg 379 --> 407792
Msg 380 --> 387693
Msg 381 --> 344263
DOWN!!
here 3
Msg 382 --> 350730
Msg 383 --> 394003
Msg 384 --> 387667
Msg 385 --> 404142
Msg 386 --> 406914
Msg 387 --> 406719
UP!!
here 7
Msg 388 --> 2305475005
Msg 389 --> 2305374581
Msg 390 --> 2305352146
Msg 391 --> 1301018172
Msg 392 --> 297905328
Msg 393 --> 297761983
Msg 394 --> 297717158
Msg 395 --> 361882
Msg 396 --> 316842
Msg 397 --> 367975
Msg 398 --> 379329
Msg 399 --> 389640
Msg 400 --> 409913
Msg 401 --> 410191
Msg 402 --> 417489
Msg 403 --> 404407
Msg 404 --> 303560
Msg 405 --> 178867
Msg 406 --> 198707
Msg 407 --> 206515
Msg 408 --> 228795
Msg 409 --> 172305
Msg 410 --> 131370
Msg 411 --> 153096
Msg 412 --> 273339
Msg 413 --> 256155
Msg 414 --> 255353
Msg 415 --> 257599
Msg 416 --> 256574
Msg 417 --> 233210
Msg 418 --> 242711
Msg 419 --> 240279
Msg 420 --> 235211
Msg 421 --> 239704
Msg 422 --> 245837
Msg 423 --> 259377
Msg 424 --> 236088
Msg 425 --> 246336
Msg 426 --> 271395
Msg 427 --> 236613
Msg 428 --> 237540
Msg 429 --> 236749
Msg 430 --> 237386
Msg 431 --> 236943
Msg 432 --> 187621
Msg 433 --> 171433
Msg 434 --> 264742
Msg 435 --> 262953
Msg 436 --> 257584
DOWN!!
here 33
UP!!
here 29
Msg 437 --> 34066725623
Msg 438 --> 34066696954
Msg 439 --> 32065216656
Msg 440 --> 32065083342
Msg 441 --> 32065017614
Msg 442 --> 32064975177
Msg 443 --> 30060893348
Msg 444 --> 30060835916
Msg 445 --> 30060824966
Msg 446 --> 30060826247
Msg 447 --> 30060829359
Msg 448 --> 30060833385
Msg 449 --> 29055763803
Msg 450 --> 29055578625
Msg 451 --> 27050448436
Msg 452 --> 27050255794
Msg 453 --> 26045159049
Msg 454 --> 26044981412
Msg 455 --> 26044929004
Msg 456 --> 26044923208
Msg 457 --> 25040496579
Msg 458 --> 25040370739
Msg 459 --> 25040281780
Msg 460 --> 25040265487
Msg 461 --> 25040262626
Msg 462 --> 25040210895
Msg 463 --> 22039839247
Msg 464 --> 21038373835
Msg 465 --> 21038300239
Msg 466 --> 20038128812
Msg 467 --> 19035075652
Msg 468 --> 19034986648
Msg 469 --> 19034967237
Msg 470 --> 19034969702
Msg 471 --> 19034954802
Msg 472 --> 19034954984
Msg 473 --> 19034957456
Msg 474 --> 19034957718
Msg 475 --> 18034254591
Msg 476 --> 18034080114
Msg 477 --> 18033963237
Msg 478 --> 18033914660
Msg 479 --> 18033857356
Msg 480 --> 18033784798
Msg 481 --> 18033785376
Msg 482 --> 18033782612
Msg 483 --> 18033770839
Msg 484 --> 17029392038
Msg 485 --> 17029285490
Msg 486 --> 17029231681
Msg 487 --> 17029213163
Msg 488 --> 17029202231
Msg 489 --> 16026152965
Msg 490 --> 16026031364
Msg 491 --> 16026004441
Msg 492 --> 16025999325
Msg 493 --> 15021650396
Msg 494 --> 15021537662
Msg 495 --> 15021505593
Msg 496 --> 15021480602
Msg 497 --> 15021478796
Msg 498 --> 14017100169
Msg 499 --> 14016998108
Msg 500 --> 11011948893
Msg 501 --> 11011735619
Msg 502 --> 11011669324
Msg 503 --> 11011590459
Msg 504 --> 10007158252
Msg 505 --> 10006984219
Msg 506 --> 10006932968
Msg 507 --> 10006927175
Msg 508 --> 10006909660
Msg 509 --> 9003654963
Msg 510 --> 9003332994
Msg 511 --> 9003433525
Msg 512 --> 9003107753
Msg 513 --> 9003094363
Msg 514 --> 9003086137
Msg 515 --> 9003069676
Msg 516 --> 9003057450
Msg 517 --> 9003048594
Msg 518 --> 8000095583
Msg 519 --> 7999726583
Msg 520 --> 7999697517
Msg 521 --> 6997102526
Msg 522 --> 6997003567
Msg 523 --> 6996979226
Msg 524 --> 6996968344
Msg 525 --> 6996961076
Msg 526 --> 6996981482
Msg 527 --> 6996953086
Msg 528 --> 6996924547
Msg 529 --> 5993930421
Msg 530 --> 5993838865
Msg 531 --> 5993788335
Msg 532 --> 5993769060
Msg 533 --> 5993752252
Msg 534 --> 3991672475
Msg 535 --> 3991608796
Msg 536 --> 3991646126
Msg 537 --> 3991662036
Msg 538 --> 2991615492
Msg 539 --> 2991553029
Msg 540 --> 2991504572
Msg 541 --> 2991492474
Msg 542 --> 2991493582
Msg 543 --> 2991498955
Msg 544 --> 2991502900
Msg 545 --> 2991514048
Msg 546 --> 2991496239
Msg 547 --> 2991493299
Msg 548 --> 2991496934
Msg 549 --> 2991495178
Msg 550 --> 2991502505
Msg 551 --> 2991507463
Msg 552 --> 2991511097
Msg 553 --> 2991518775
Msg 554 --> 2991526932
Msg 555 --> 2991536077
Msg 556 --> 2991546173
Msg 557 --> 2991563728
Msg 558 --> 2991574627
Msg 559 --> 2991583591
Msg 560 --> 1986422802
Msg 561 --> 985632815
Msg 562 --> 985565176
Msg 563 --> 985543149
Msg 564 --> 985541036
Msg 565 --> 308059
Msg 566 --> 318704
Msg 567 --> 275939
Msg 568 --> 260678
Msg 569 --> 258099
Msg 570 --> 253461
Msg 571 --> 245520
Msg 572 --> 239505
Msg 573 --> 229165
Msg 574 --> 200624
Msg 575 --> 191375
Msg 576 --> 187858
Msg 577 --> 144356
Msg 578 --> 219529
Msg 579 --> 203755
Msg 580 --> 179675
Msg 581 --> 246638
Msg 582 --> 243246
Msg 583 --> 243580
Msg 584 --> 256317
Msg 585 --> 211951
Msg 586 --> 158011
Msg 587 --> 146031
Msg 588 --> 138480
Msg 589 --> 168244
Msg 590 --> 190514
Msg 591 --> 135032
Msg 592 --> 134785
Msg 593 --> 341941
Msg 594 --> 351130
Msg 595 --> 347540
Msg 596 --> 332926
Msg 597 --> 330543
Msg 598 --> 322680
Msg 599 --> 296288
Msg 600 --> 251878
Msg 601 --> 385383
Msg 602 --> 386223
Msg 603 --> 368557
Msg 604 --> 324322
Msg 605 --> 272536
Msg 606 --> 247952
Msg 607 --> 212977
Msg 608 --> 204744
Msg 609 --> 246951
Msg 610 --> 250720
Msg 611 --> 235257
Msg 612 --> 230943
Msg 613 --> 224845
Msg 614 --> 195795
Msg 615 --> 154747
Msg 616 --> 133534
Msg 617 --> 194318
Msg 618 --> 202297
Msg 619 --> 411992
Msg 620 --> 417920
Msg 621 --> 317098
Msg 622 --> 290142
Msg 623 --> 346892
Msg 624 --> 400964
Msg 625 --> 496964
Msg 626 --> 484340
Msg 627 --> 385284
Msg 628 --> 364647
Msg 629 --> 320828
Msg 630 --> 281672
Msg 631 --> 272033
Msg 632 --> 296281
Msg 633 --> 218614
Msg 634 --> 330010
Msg 635 --> 326903
Msg 636 --> 218158
Msg 637 --> 256413
Msg 638 --> 298997
Msg 639 --> 309985
Msg 640 --> 277045
Msg 641 --> 275392
Msg 642 --> 162289
Msg 643 --> 187956
Msg 644 --> 152324
Msg 645 --> 143852
Msg 646 --> 206763
Msg 647 --> 199685
Msg 648 --> 198137
Msg 649 --> 148841
Msg 650 --> 432652
Msg 651 --> 379919
Msg 652 --> 339626
Msg 653 --> 352689
Msg 654 --> 266365
Msg 655 --> 219368
Msg 656 --> 198486
Msg 657 --> 194191
Msg 658 --> 192502
Msg 659 --> 192473
Msg 660 --> 142035
Msg 661 --> 113525
Msg 662 --> 247925
Msg 663 --> 398846
Msg 664 --> 294065
Msg 665 --> 259432
Msg 666 --> 249743
Msg 667 --> 244218
Msg 668 --> 201039
Msg 669 --> 119662
Msg 670 --> 122612
Msg 671 --> 309930
Msg 672 --> 259873
Msg 673 --> 397886
Msg 674 --> 362412
Msg 675 --> 314589
Msg 676 --> 309409
Msg 677 --> 294020
Msg 678 --> 215280
Msg 679 --> 196663
Msg 680 --> 182380
Msg 681 --> 163214
Msg 682 --> 163582
Msg 683 --> 167392
Msg 684 --> 169026
Msg 685 --> 381415
Msg 686 --> 337279
Msg 687 --> 294730
Msg 688 --> 292550
Msg 689 --> 265669
Msg 690 --> 252327
Msg 691 --> 212665
DOWN!!
here 47
UP!!
here 69
Msg 692 --> 47245824057
Msg 693 --> 46242535393
Msg 694 --> 46242491025
Msg 695 --> 46242489069
Msg 696 --> 46242482626
Msg 697 --> 46242479860
Msg 698 --> 46242449553
Msg 699 --> 46242441277
Msg 700 --> 42237398673
Msg 701 --> 42237203712
Msg 702 --> 42237173401
Msg 703 --> 42237166817
Msg 704 --> 41235289752
Msg 705 --> 41235178829
Msg 706 --> 41235119792
Msg 707 --> 41235091528
Msg 708 --> 40229995080
Msg 709 --> 39226266715
Msg 710 --> 39226155094
Msg 711 --> 39226130882
Msg 712 --> 39226112959
Msg 713 --> 39226110410
Msg 714 --> 39226109362
Msg 715 --> 39226107426
Msg 716 --> 39226108486
Msg 717 --> 38220976779
Msg 718 --> 38220801513
Msg 719 --> 38220760831
Msg 720 --> 38220751469
Msg 721 --> 38220745047
Msg 722 --> 38220739985
Msg 723 --> 38220739092
Msg 724 --> 38220735362
Msg 725 --> 37216825380
Msg 726 --> 37216760573
Msg 727 --> 37216749217
Msg 728 --> 37216744554
Msg 729 --> 37216740732
Msg 730 --> 36212503522
Msg 731 --> 36212420494
Msg 732 --> 36212327675
Msg 733 --> 36212287269
Msg 734 --> 36212266043
Msg 735 --> 35210294578
Msg 736 --> 35210254359
Msg 737 --> 35210247815
Msg 738 --> 35210248178
Msg 739 --> 35210251478
Msg 740 --> 35210254249
Msg 741 --> 35210256974
Msg 742 --> 35210263496
Msg 743 --> 35210266145
Msg 744 --> 35210270175
Msg 745 --> 35210260116
Msg 746 --> 34206299433
Msg 747 --> 34206248407
Msg 748 --> 33201441833
Msg 749 --> 33201374221
Msg 750 --> 33201344919
Msg 751 --> 33201341731
Msg 752 --> 33201338205
Msg 753 --> 33201336000
Msg 754 --> 33201289377
Msg 755 --> 33201286338
Msg 756 --> 33201277930
Msg 757 --> 33201252737
Msg 758 --> 33201209862
Msg 759 --> 33201197688
Msg 760 --> 33201193660
Msg 761 --> 33201189552
Msg 762 --> 33201188258
Msg 763 --> 33201179396
Msg 764 --> 33201179223
Msg 765 --> 33201183303
Msg 766 --> 33201184554
Msg 767 --> 32198108715
Msg 768 --> 32197969940
Msg 769 --> 32197961770
Msg 770 --> 30194150440
Msg 771 --> 29190221735
Msg 772 --> 29190159858
Msg 773 --> 29190148679
Msg 774 --> 29190040633
Msg 775 --> 29189987883
Msg 776 --> 28186125690
Msg 777 --> 28186065231
Msg 778 --> 28186056959
Msg 779 --> 28186055820
Msg 780 --> 28186051392
Msg 781 --> 27182305404
Msg 782 --> 26179973051
Msg 783 --> 26171177151
Msg 784 --> 25165124327
Msg 785 --> 24164150316
Msg 786 --> 24164080536
Msg 787 --> 24164063664
Msg 788 --> 24164048519
Msg 789 --> 24164048403
Msg 790 --> 23158939226
Msg 791 --> 23158801145
Msg 792 --> 23158746844
Msg 793 --> 23158743839
Msg 794 --> 23158727285
Msg 795 --> 23158723988
Msg 796 --> 23158723282
Msg 797 --> 23158722055
Msg 798 --> 23158719567
Msg 799 --> 23158718342
Msg 800 --> 23158719019
Msg 801 --> 23158709704
Msg 802 --> 23158706974
Msg 803 --> 23158704564
Msg 804 --> 23158704002
Msg 805 --> 23158701872
Msg 806 --> 23158701601
Msg 807 --> 23158686518
Msg 808 --> 23158684145
Msg 809 --> 23158638596
Msg 810 --> 23158635172
Msg 811 --> 23158632539
Msg 812 --> 23158614260
Msg 813 --> 23158602446
Msg 814 --> 23158602452
Msg 815 --> 23158602181
Msg 816 --> 22156865371
Msg 817 --> 22156726236
Msg 818 --> 22156673707
Msg 819 --> 22156666357
Msg 820 --> 21151558443
Msg 821 --> 20146899413
Msg 822 --> 20146745004
Msg 823 --> 20146655791
Msg 824 --> 20146628982
Msg 825 --> 20146602715
Msg 826 --> 18141437874
Msg 827 --> 17136236329
Msg 828 --> 17136105807
Msg 829 --> 17136044356
Msg 830 --> 17136033124
Msg 831 --> 17136007579
Msg 832 --> 17135949622
Msg 833 --> 17135935687
Msg 834 --> 16131607072
Msg 835 --> 15128443598
Msg 836 --> 15128348935
Msg 837 --> 14124555186
Msg 838 --> 14124463851
Msg 839 --> 14124442253
Msg 840 --> 14124437728
Msg 841 --> 14124407416
Msg 842 --> 14124410308
Msg 843 --> 14124409204
Msg 844 --> 14124402398
Msg 845 --> 14124405734
Msg 846 --> 13120500662
Msg 847 --> 12118787725
Msg 848 --> 11115473281
Msg 849 --> 11115418760
Msg 850 --> 11115389827
Msg 851 --> 11115384265
Msg 852 --> 9110317588
Msg 853 --> 9110175994
Msg 854 --> 9110114024
Msg 855 --> 9110108397
Msg 856 --> 9110092657
Msg 857 --> 8105882473
Msg 858 --> 7102911068
Msg 859 --> 6099202613
Msg 860 --> 5096280416
Msg 861 --> 5096209892
Msg 862 --> 5096188722
Msg 863 --> 5096181239
Msg 864 --> 5096155924
Msg 865 --> 4096083020
Msg 866 --> 3090930418
Msg 867 --> 3090788263
Msg 868 --> 3090732374
Msg 869 --> 3090705350
Msg 870 --> 3090655696
Msg 871 --> 3090641759
Msg 872 --> 3090639049
Msg 873 --> 3090636509
Msg 874 --> 3090636346
Msg 875 --> 2086943799
Msg 876 --> 2086855646
Msg 877 --> 2086830949
Msg 878 --> 2086826357
Msg 879 --> 1083341013
Msg 880 --> 1083249221
Msg 881 --> 79752459
Msg 882 --> 79643317
Msg 883 --> 79594845
Msg 884 --> 79591410
Msg 885 --> 79586190
Msg 886 --> 79583986
Msg 887 --> 363961
Msg 888 --> 443199
Msg 889 --> 358361
Msg 890 --> 321314
Msg 891 --> 331688
Msg 892 --> 212888
Msg 893 --> 222853
Msg 894 --> 200033
Msg 895 --> 398731
Msg 896 --> 398352
Msg 897 --> 290345
Msg 898 --> 313488
Msg 899 --> 304748
Msg 900 --> 216217
Msg 901 --> 216932
Msg 902 --> 220732
Msg 903 --> 301200
Msg 904 --> 410962
Msg 905 --> 439681
Msg 906 --> 390745
Msg 907 --> 366009
Msg 908 --> 363948
Msg 909 --> 362636
Msg 910 --> 365219
Msg 911 --> 254155
Msg 912 --> 187763
Msg 913 --> 310685
Msg 914 --> 368207
Msg 915 --> 387067
Msg 916 --> 395802
Msg 917 --> 317330
Msg 918 --> 309937
Msg 919 --> 289455
Msg 920 --> 265487
Msg 921 --> 265051
Msg 922 --> 247920
Msg 923 --> 245785
Msg 924 --> 247717
Msg 925 --> 253451
Msg 926 --> 226320
Msg 927 --> 209115
Msg 928 --> 260063
Msg 929 --> 301098
Msg 930 --> 281627
Msg 931 --> 265198
Msg 932 --> 240539
Msg 933 --> 189791
Msg 934 --> 186589
Msg 935 --> 186596
Msg 936 --> 186704
Msg 937 --> 187001
Msg 938 --> 368340
Msg 939 --> 288540
Msg 940 --> 317813
Msg 941 --> 336161
Msg 942 --> 342144
Msg 943 --> 298120
Msg 944 --> 294048
Msg 945 --> 299162
Msg 946 --> 302729
Msg 947 --> 305800
Msg 948 --> 309835
Msg 949 --> 313522
Msg 950 --> 233653
Msg 951 --> 290549
Msg 952 --> 162428
Msg 953 --> 141753
Msg 954 --> 226504
Msg 955 --> 247738
Msg 956 --> 235130
Msg 957 --> 149518
Msg 958 --> 319416
Msg 959 --> 266873
Msg 960 --> 250311
Msg 961 --> 251093
Msg 962 --> 248305
Msg 963 --> 231538
Msg 964 --> 230489
Msg 965 --> 230517
Msg 966 --> 230704
Msg 967 --> 183243
Msg 968 --> 86729
Msg 969 --> 129222
Msg 970 --> 77582
Msg 971 --> 96203
Msg 972 --> 95867
Msg 973 --> 299838
Msg 974 --> 287898
Msg 975 --> 325877
Msg 976 --> 271963
Msg 977 --> 271723
Msg 978 --> 275404
Msg 979 --> 279063
Msg 980 --> 280108
Msg 981 --> 280473
Msg 982 --> 269599
Msg 983 --> 271342
Msg 984 --> 272977
Msg 985 --> 269120
Msg 986 --> 276540
Msg 987 --> 269376
Msg 988 --> 253938
Msg 989 --> 249799
Msg 990 --> 310084
Msg 991 --> 244996
Msg 992 --> 212232
Msg 993 --> 276243
Msg 994 --> 266561
Msg 995 --> 272360
Msg 996 --> 273679
Msg 997 --> 276981
Msg 998 --> 278935
Msg 999 --> 279363
Msg 1000 --> 266550
Msg 1001 --> 431465
Msg 1002 --> 482367
Msg 1003 --> 476033
Msg 1004 --> 432729
Msg 1005 --> 422195
Msg 1006 --> 347003
Msg 1007 --> 473505
Msg 1008 --> 458634
Msg 1009 --> 410164
Msg 1010 --> 267370
Msg 1011 --> 251485
Msg 1012 --> 243123
Msg 1013 --> 274268
Msg 1014 --> 135644
Msg 1015 --> 128967
Msg 1016 --> 119345
Msg 1017 --> 228713
Msg 1018 --> 335154
Msg 1019 --> 342958
Msg 1020 --> 342147
Msg 1021 --> 347609
Msg 1022 --> 359860
Msg 1023 --> 361412
Msg 1024 --> 384882
Msg 1025 --> 392349
Msg 1026 --> 393651
Msg 1027 --> 398973
Msg 1028 --> 404309
Msg 1029 --> 414594
Msg 1030 --> 577558
Msg 1031 --> 524900
Msg 1032 --> 392479
Msg 1033 --> 353733
Msg 1034 --> 342710
Msg 1035 --> 271315
Msg 1036 --> 230920
Msg 1037 --> 182298
Msg 1038 --> 166661
Msg 1039 --> 153009
Msg 1040 --> 133490
Msg 1041 --> 350191
Msg 1042 --> 315210
Msg 1043 --> 270039
Msg 1044 --> 266435
Msg 1045 --> 252205
Msg 1046 --> 241197
Msg 1047 --> 179888
Msg 1048 --> 179804
Msg 1049 --> 145366
Msg 1050 --> 155586
Msg 1051 --> 146543
Msg 1052 --> 150923
Msg 1053 --> 135429
Msg 1054 --> 116794
Msg 1055 --> 229260
Msg 1056 --> 307001
Msg 1057 --> 329751
Msg 1058 --> 456227
Msg 1059 --> 465846
Msg 1060 --> 458576
Msg 1061 --> 506246
Msg 1062 --> 509880
Msg 1063 --> 486359
Msg 1064 --> 407215
Msg 1065 --> 499733
