server is started on 0.0.0.0/0.0.0.0:8090
Server opens a stream
Msg 363 --> 374198
Msg 364 --> 342676
Msg 365 --> 326524
Msg 366 --> 289279
Msg 367 --> 279698
Msg 368 --> 285205
Msg 369 --> 498072
Msg 370 --> 468862
Msg 371 --> 393059
Msg 372 --> 360236
Msg 373 --> 335236
Msg 374 --> 314443
Msg 375 --> 295355
Msg 376 --> 311944
Msg 377 --> 265527
Msg 378 --> 522267
Msg 379 --> 579875
Msg 380 --> 462197
Msg 381 --> 470754
Msg 382 --> 340895
Msg 383 --> 269796
Msg 384 --> 271427
Msg 385 --> 265679
Msg 386 --> 261688
Msg 387 --> 243867
Msg 388 --> 251930
Msg 389 --> 266419
Msg 390 --> 217630
Msg 391 --> 226490
Msg 392 --> 511550
Msg 393 --> 420608
Msg 394 --> 376723
Msg 395 --> 356484
Msg 396 --> 322890
Msg 397 --> 319306
Msg 398 --> 317420
Msg 399 --> 316378
Msg 400 --> 311403
Msg 401 --> 310407
Msg 402 --> 303433
Msg 403 --> 302353
Msg 404 --> 291015
Msg 405 --> 278430
Msg 406 --> 298286
Msg 407 --> 274390
Msg 408 --> 240241
Msg 409 --> 234741
Msg 410 --> 233138
Msg 411 --> 455282
Msg 412 --> 261222
Msg 413 --> 252797
Msg 414 --> 242321
Msg 415 --> 224988
Msg 416 --> 216614
Msg 417 --> 325395
Msg 418 --> 263420
Msg 419 --> 242812
Msg 420 --> 262742
Msg 421 --> 226909
Msg 422 --> 193816
Msg 423 --> 188749
Msg 424 --> 234081
Msg 425 --> 242910
Msg 426 --> 242113
Msg 427 --> 232264
Msg 428 --> 237559
Msg 429 --> 236245
Msg 430 --> 235613
Msg 431 --> 238987
Msg 432 --> 230755
Msg 433 --> 217254
Msg 434 --> 229374
Msg 435 --> 456052
Msg 436 --> 482948
Msg 437 --> 347084
Msg 438 --> 316904
Msg 439 --> 309255
Msg 440 --> 352824
Msg 441 --> 423645
Msg 442 --> 355465
Msg 443 --> 320606
Msg 444 --> 252335
Msg 445 --> 237684
Msg 446 --> 229030
Msg 447 --> 227105
Msg 448 --> 444136
Msg 449 --> 379782
Msg 450 --> 347267
Msg 451 --> 454327
Msg 452 --> 440319
Msg 453 --> 408769
Msg 454 --> 388411
Msg 455 --> 286764
Msg 456 --> 278257
Msg 457 --> 226208
Msg 458 --> 188869
Msg 459 --> 162802
Msg 460 --> 144896
Msg 461 --> 160499
Msg 462 --> 173738
Msg 463 --> 187331
Msg 464 --> 165662
Msg 465 --> 186878
Msg 466 --> 208511
Msg 467 --> 214264
Msg 468 --> 203162
Msg 469 --> 513820
Msg 470 --> 491940
Msg 471 --> 384781
Msg 472 --> 326213
Msg 473 --> 316107
Msg 474 --> 310730
Msg 475 --> 308551
Msg 476 --> 308913
Msg 477 --> 314057
Msg 478 --> 350844
Msg 479 --> 370235
Msg 480 --> 369864
Msg 481 --> 346485
Msg 482 --> 327657
Msg 483 --> 307611
Msg 484 --> 361768
Msg 485 --> 370720
Msg 486 --> 343103
Msg 487 --> 326407
Msg 488 --> 312985
Msg 489 --> 305755
Msg 490 --> 3733485
Msg 491 --> 1820291
Msg 492 --> 450695
Msg 493 --> 435133
Msg 494 --> 405520
Msg 495 --> 363017
Msg 496 --> 406723
Msg 497 --> 359758
Msg 498 --> 276590
Msg 499 --> 240916
Msg 500 --> 232602
Msg 501 --> 236070
Msg 502 --> 234937
Msg 503 --> 286768
Msg 504 --> 296566
Msg 505 --> 295119
Msg 506 --> 291840
Msg 507 --> 296940
Msg 508 --> 302050
Msg 509 --> 480134
Msg 510 --> 440380
Msg 511 --> 800851
Msg 512 --> 481914
Msg 513 --> 470829
Msg 514 --> 467692
Msg 515 --> 467013
Msg 516 --> 417745
Msg 517 --> 540210
Msg 518 --> 391831
Msg 519 --> 480185
Msg 520 --> 493133
Msg 521 --> 494187
Msg 522 --> 452614
Msg 523 --> 424829
Msg 524 --> 364874
Msg 525 --> 291320
Msg 526 --> 273998
Msg 527 --> 265887
Msg 528 --> 208200
Msg 529 --> 228865
Msg 530 --> 237090
Msg 531 --> 232989
Msg 532 --> 235105
Msg 533 --> 227825
Msg 534 --> 203826
Msg 535 --> 123194
Msg 536 --> 98645
Msg 537 --> 142665
Msg 538 --> 106519
Msg 539 --> 455911
Msg 540 --> 316285
Msg 541 --> 325652
Msg 542 --> 463081
Msg 543 --> 367156
Msg 544 --> 419059
Msg 545 --> 421917
Msg 546 --> 412112
Msg 547 --> 395176
Msg 548 --> 390718
Msg 549 --> 378915
Msg 550 --> 435891
Msg 551 --> 399944
Msg 552 --> 267920
Msg 553 --> 277942
Msg 554 --> 274380
Msg 555 --> 260929
Msg 556 --> 261298
Msg 557 --> 228784
Msg 558 --> 218258
Msg 559 --> 233123
Msg 560 --> 470063
Msg 561 --> 408972
Msg 562 --> 347205
Msg 563 --> 328705
Msg 564 --> 348715
Msg 565 --> 288809
Msg 566 --> 268742
Msg 567 --> 259960
Msg 568 --> 261676
Msg 569 --> 237754
Msg 570 --> 401746
Msg 571 --> 354355
Msg 572 --> 322929
Msg 573 --> 321646
Msg 574 --> 305715
Msg 575 --> 296852
Msg 576 --> 249753
Msg 577 --> 420035
Msg 578 --> 306981
Msg 579 --> 500421
Msg 580 --> 482288
Msg 581 --> 466169
Msg 582 --> 322856
Msg 583 --> 334984
Msg 584 --> 313800
Msg 585 --> 458848
Msg 586 --> 379660
Msg 587 --> 341089
Msg 588 --> 293030
Msg 589 --> 252247
Msg 590 --> 417091
Msg 591 --> 328631
Msg 592 --> 518205
Msg 593 --> 434894
Msg 594 --> 411447
Msg 595 --> 403913
Msg 596 --> 372552
Msg 597 --> 331052
Msg 598 --> 315668
Msg 599 --> 283931
Msg 600 --> 416126
Msg 601 --> 364787
Msg 602 --> 336360
Msg 603 --> 349408
Msg 604 --> 203560
Msg 605 --> 201862
Msg 606 --> 168306
Msg 607 --> 403584
Msg 608 --> 339587
Msg 609 --> 305241
Msg 610 --> 334509
Msg 611 --> 337200
Msg 612 --> 332828
Msg 613 --> 443635
Msg 614 --> 382229
Msg 615 --> 392867
Msg 616 --> 447195
Msg 617 --> 453581
Msg 618 --> 440057
Msg 619 --> 431302
Msg 620 --> 422980
Msg 621 --> 412533
Msg 622 --> 343004
Msg 623 --> 329264
Msg 624 --> 314528
Msg 625 --> 287821
Msg 626 --> 244450
Msg 627 --> 237678
Msg 628 --> 453518
Msg 629 --> 367350
Msg 630 --> 413742
Msg 631 --> 362312
Msg 632 --> 341611
Msg 633 --> 357252
Msg 634 --> 319615
Msg 635 --> 267797
Msg 636 --> 349373
Msg 637 --> 385714
Msg 638 --> 414793
Msg 639 --> 459664
Msg 640 --> 478628
Msg 641 --> 390917
Msg 642 --> 360385
Msg 643 --> 346336
Msg 644 --> 314724
Msg 645 --> 277248
Msg 646 --> 347794
Msg 647 --> 365523
Msg 648 --> 308628
Msg 649 --> 282294
Msg 650 --> 254265
Msg 651 --> 331447
Msg 652 --> 306157
Msg 653 --> 312650
Msg 654 --> 293933
Msg 655 --> 267423
Msg 656 --> 241910
Msg 657 --> 226454
Msg 658 --> 234962
Msg 659 --> 394577
Msg 660 --> 363228
Msg 661 --> 325595
Msg 662 --> 315889
Msg 663 --> 414164
Msg 664 --> 415568
Msg 665 --> 325870
Msg 666 --> 214516
Msg 667 --> 206860
Msg 668 --> 204102
Msg 669 --> 203397
Msg 670 --> 224460
Msg 671 --> 319581
Msg 672 --> 273810
Msg 673 --> 240126
Msg 674 --> 369271
Msg 675 --> 331647
DOWN!!
here 28
UP!!
here 21
Msg 676 --> 33980371736
Msg 677 --> 32980065824
Msg 678 --> 32980031677
Msg 679 --> 32980036829
Msg 680 --> 32980063905
Msg 681 --> 32980056254
Msg 682 --> 32980057475
Msg 683 --> 32980060048
Msg 684 --> 32980062944
Msg 685 --> 32980065344
Msg 686 --> 32980067839
Msg 687 --> 32980078183
Msg 688 --> 32980076957
Msg 689 --> 32980078854
Msg 690 --> 32980080429
Msg 691 --> 31975680468
Msg 692 --> 31975395074
Msg 693 --> 31975318048
Msg 694 --> 31975264917
Msg 695 --> 30970176455
Msg 696 --> 30970041651
Msg 697 --> 29966162052
Msg 698 --> 29966068495
Msg 699 --> 29966031332
Msg 700 --> 29966006694
Msg 701 --> 29966009045
Msg 702 --> 29966010996
Msg 703 --> 29965990080
Msg 704 --> 29965992447
Msg 705 --> 29965994949
Msg 706 --> 29965992899
Msg 707 --> 29965993860
Msg 708 --> 29966006153
Msg 709 --> 29966016240
Msg 710 --> 29966024897
Msg 711 --> 29966031579
Msg 712 --> 29966038729
Msg 713 --> 28963950087
Msg 714 --> 28963868283
Msg 715 --> 26958781093
Msg 716 --> 26958640969
Msg 717 --> 26958587420
Msg 718 --> 26958583664
Msg 719 --> 26958567149
Msg 720 --> 26958566896
Msg 721 --> 25954283235
Msg 722 --> 25954157292
Msg 723 --> 25954090335
Msg 724 --> 25954070151
Msg 725 --> 25954051414
Msg 726 --> 25953962105
Msg 727 --> 24948875029
Msg 728 --> 24948785707
Msg 729 --> 24948776439
Msg 730 --> 24948765433
Msg 731 --> 23946508649
Msg 732 --> 23946333961
Msg 733 --> 23946300380
Msg 734 --> 23946294100
Msg 735 --> 23946292595
Msg 736 --> 23946297168
Msg 737 --> 23946295542
Msg 738 --> 23946280994
Msg 739 --> 23946282597
Msg 740 --> 23946281140
Msg 741 --> 23946281274
Msg 742 --> 23946280602
Msg 743 --> 22941345359
Msg 744 --> 22941180808
Msg 745 --> 22941129451
Msg 746 --> 22941109639
Msg 747 --> 22941104539
Msg 748 --> 22941032994
Msg 749 --> 22941023322
Msg 750 --> 22940976592
Msg 751 --> 22940945081
Msg 752 --> 21937887131
Msg 753 --> 21937661837
Msg 754 --> 21937617945
Msg 755 --> 21937592096
Msg 756 --> 20934222833
Msg 757 --> 20934144965
Msg 758 --> 20934140286
Msg 759 --> 20934136809
Msg 760 --> 19931554145
Msg 761 --> 19931355880
Msg 762 --> 18928179707
Msg 763 --> 18928055872
Msg 764 --> 18928040331
Msg 765 --> 17924267366
Msg 766 --> 17924130425
Msg 767 --> 17924052554
Msg 768 --> 17923930811
Msg 769 --> 17923827489
Msg 770 --> 17923816141
Msg 771 --> 17923803034
Msg 772 --> 17923786576
Msg 773 --> 17923786431
Msg 774 --> 17923809218
Msg 775 --> 17923814682
Msg 776 --> 17923875423
Msg 777 --> 17923878300
Msg 778 --> 16921443490
Msg 779 --> 16921394785
Msg 780 --> 15916611876
Msg 781 --> 15916541424
Msg 782 --> 15916510550
Msg 783 --> 15916516762
Msg 784 --> 15916488453
Msg 785 --> 15916470201
Msg 786 --> 15916476186
Msg 787 --> 15916510668
Msg 788 --> 15916512221
Msg 789 --> 15916493375
Msg 790 --> 15916452838
Msg 791 --> 15916446739
Msg 792 --> 15916455182
Msg 793 --> 15916458173
Msg 794 --> 15916459859
Msg 795 --> 15916455667
Msg 796 --> 15916457332
Msg 797 --> 15916458895
Msg 798 --> 15916461182
Msg 799 --> 15916470814
Msg 800 --> 15916475362
Msg 801 --> 15916476840
Msg 802 --> 15916477905
Msg 803 --> 13912180231
Msg 804 --> 13912116967
Msg 805 --> 13912098124
Msg 806 --> 13912066731
Msg 807 --> 13912031331
Msg 808 --> 13911933948
Msg 809 --> 13911894866
Msg 810 --> 13911887271
Msg 811 --> 11906842451
Msg 812 --> 11906759140
Msg 813 --> 11906729310
Msg 814 --> 11906701268
Msg 815 --> 11906604940
Msg 816 --> 10902508571
Msg 817 --> 8900449734
Msg 818 --> 8900263222
Msg 819 --> 8900215820
Msg 820 --> 8900191823
Msg 821 --> 8900110294
Msg 822 --> 7898757168
Msg 823 --> 7898688226
Msg 824 --> 5898505960
Msg 825 --> 5898429688
Msg 826 --> 5898420029
Msg 827 --> 5898421996
Msg 828 --> 5898423108
Msg 829 --> 5898424125
Msg 830 --> 3894759526
Msg 831 --> 3894711264
Msg 832 --> 3894692816
Msg 833 --> 3894693906
Msg 834 --> 3894679757
Msg 835 --> 3894667574
Msg 836 --> 3894668697
Msg 837 --> 3894672854
Msg 838 --> 3894667463
Msg 839 --> 2890986541
Msg 840 --> 2890855272
Msg 841 --> 2890842062
Msg 842 --> 2890830283
Msg 843 --> 2890831932
Msg 844 --> 2890823284
Msg 845 --> 1887516897
Msg 846 --> 1887448547
Msg 847 --> 1887442277
Msg 848 --> 1887436150
Msg 849 --> 1887434735
Msg 850 --> 1887436700
Msg 851 --> 1887422670
Msg 852 --> 1887422523
Msg 853 --> 1887408769
Msg 854 --> 1887410596
Msg 855 --> 1887419295
Msg 856 --> 1887400037
Msg 857 --> 1887338239
Msg 858 --> 388088
Msg 859 --> 407167
Msg 860 --> 396010
Msg 861 --> 389811
Msg 862 --> 385546
Msg 863 --> 369891
Msg 864 --> 363290
Msg 865 --> 359667
Msg 866 --> 350940
Msg 867 --> 308252
Msg 868 --> 268983
Msg 869 --> 288950
Msg 870 --> 303752
Msg 871 --> 303826
Msg 872 --> 318264
Msg 873 --> 341002
Msg 874 --> 335848
Msg 875 --> 306262
Msg 876 --> 264201
Msg 877 --> 254320
Msg 878 --> 331941
Msg 879 --> 321302
Msg 880 --> 222716
Msg 881 --> 330747
Msg 882 --> 325730
Msg 883 --> 298928
Msg 884 --> 290222
Msg 885 --> 289914
Msg 886 --> 289994
Msg 887 --> 315257
Msg 888 --> 269154
Msg 889 --> 282751
Msg 890 --> 285351
Msg 891 --> 285254
Msg 892 --> 404342
Msg 893 --> 407677
Msg 894 --> 371912
Msg 895 --> 346738
Msg 896 --> 439234
Msg 897 --> 442134
Msg 898 --> 421315
Msg 899 --> 393965
Msg 900 --> 372890
Msg 901 --> 299364
Msg 902 --> 331552
Msg 903 --> 348263
Msg 904 --> 342382
Msg 905 --> 334048
Msg 906 --> 539017
Msg 907 --> 396199
DOWN!!
here 3
UP!!
here 11
Msg 908 --> 4113719831
Msg 909 --> 4113740890
Msg 910 --> 4113748924
Msg 911 --> 4113751533
Msg 912 --> 4113710373
Msg 913 --> 4113750870
Msg 914 --> 4113741592
Msg 915 --> 4113726073
Msg 916 --> 4113725813
Msg 917 --> 1111147222
Msg 918 --> 1111076660
Msg 919 --> 1111062894
Msg 920 --> 1111062569
Msg 921 --> 1111063292
Msg 922 --> 108676595
Msg 923 --> 108583380
Msg 924 --> 108539214
Msg 925 --> 108506773
Msg 926 --> 108505439
Msg 927 --> 108507364
Msg 928 --> 108508397
Msg 929 --> 108508204
Msg 930 --> 108508663
Msg 931 --> 108499453
Msg 932 --> 108498665
Msg 933 --> 108502173
Msg 934 --> 395620
Msg 935 --> 423448
Msg 936 --> 236206
Msg 937 --> 233107
Msg 938 --> 227329
Msg 939 --> 224814
Msg 940 --> 174815
Msg 941 --> 163285
Msg 942 --> 181821
Msg 943 --> 159185
Msg 944 --> 161071
Msg 945 --> 158176
Msg 946 --> 422860
Msg 947 --> 398343
Msg 948 --> 352117
Msg 949 --> 335481
Msg 950 --> 313594
Msg 951 --> 177515
Msg 952 --> 156729
Msg 953 --> 154538
Msg 954 --> 379925
Msg 955 --> 422040
Msg 956 --> 372139
Msg 957 --> 315694
Msg 958 --> 498724
Msg 959 --> 313727
Msg 960 --> 340183
Msg 961 --> 337756
DOWN!!
here 3
UP!!
here 93
Msg 962 --> 4109093564
Msg 963 --> 4109155730
Msg 964 --> 4109158580
Msg 965 --> 4109151334
Msg 966 --> 4109147694
Msg 967 --> 4109148370
Msg 968 --> 4109143102
Msg 969 --> 4109144226
Msg 970 --> 2108446760
Msg 971 --> 2108363597
Msg 972 --> 2108300989
Msg 973 --> 2108293318
Msg 974 --> 103283236
Msg 975 --> 103134183
Msg 976 --> 433398
Msg 977 --> 440189
Msg 978 --> 432775
Msg 979 --> 392146
Msg 980 --> 387302
Msg 981 --> 304557
Msg 982 --> 232390
Msg 983 --> 165823
Msg 984 --> 134103
Msg 985 --> 152662
Msg 986 --> 150288
Msg 987 --> 135122
Msg 988 --> 168714
Msg 989 --> 183734
Msg 990 --> 383193
Msg 991 --> 281333
Msg 992 --> 257682
Msg 993 --> 266444
Msg 994 --> 257497
Msg 995 --> 254459
Msg 996 --> 252589
Msg 997 --> 252042
Msg 998 --> 439262
Msg 999 --> 394046
Msg 1000 --> 322597
Msg 1001 --> 358844
Msg 1002 --> 269166
Msg 1003 --> 227778
Msg 1004 --> 293798
Msg 1005 --> 251840
Msg 1006 --> 222312
Msg 1007 --> 222160
Msg 1008 --> 248513
Msg 1009 --> 161855
Msg 1010 --> 191489
Msg 1011 --> 223969
Msg 1012 --> 239551
Msg 1013 --> 220225
Msg 1014 --> 220927
Msg 1015 --> 211285
Msg 1016 --> 195589
Msg 1017 --> 286114
Msg 1018 --> 269224
Msg 1019 --> 259931
Msg 1020 --> 275506
Msg 1021 --> 324900
Msg 1022 --> 264163
Msg 1023 --> 246220
Msg 1024 --> 227011
Msg 1025 --> 170135
Msg 1026 --> 163920
Msg 1027 --> 166026
Msg 1028 --> 550546
Msg 1029 --> 471089
Msg 1030 --> 459626
Msg 1031 --> 453167
Msg 1032 --> 424270
Msg 1033 --> 408525
Msg 1034 --> 342651
Msg 1035 --> 289425
Msg 1036 --> 191407
Msg 1037 --> 222603
Msg 1038 --> 246997
Msg 1039 --> 263864
Msg 1040 --> 281351
Msg 1041 --> 253920
Msg 1042 --> 245030
Msg 1043 --> 194666
Msg 1044 --> 137151
Msg 1045 --> 147750
Msg 1046 --> 143580
Msg 1047 --> 346365
Msg 1048 --> 706187
Msg 1049 --> 210427
Msg 1050 --> 214958
Msg 1051 --> 176064
Msg 1052 --> 91113
Msg 1053 --> 96983
Msg 1054 --> 86639
Msg 1055 --> 134207
Msg 1056 --> 293950
Msg 1057 --> 279838
Msg 1058 --> 247845
Msg 1059 --> 202439
Msg 1060 --> 229787
Msg 1061 --> 252173
Msg 1062 --> 240228
Msg 1063 --> 233345
Msg 1064 --> 230120
Msg 1065 --> 228285
Msg 1066 --> 227226
Msg 1067 --> 251275
Msg 1068 --> 324932
Msg 1069 --> 318494
Msg 1070 --> 276671
Msg 1071 --> 299552
Msg 1072 --> 285368
Msg 1073 --> 207040
Msg 1074 --> 232604
Msg 1075 --> 263660
Msg 1076 --> 259178
Msg 1077 --> 265601
Msg 1078 --> 265796
Msg 1079 --> 266249
Msg 1080 --> 266612
Msg 1081 --> 267315
Msg 1082 --> 265223
Msg 1083 --> 265465
Msg 1084 --> 271638
